,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,class
892,2.77,0.93,1.72,0.6,4.67,1.47,2.16,5.71,2.08,25.97,4.15,0
893,3.92,3.27,2.59,3,14.99,1.43,3,8,2,69.57,2.5,0
894,0.71,1.97,1.69,0.55,5.97,1.26,2.25,5.82,1.56,27.01,4.67,0
895,1.95,1.95,0.97,0.71,9.73,1.47,2.27,8.43,1.17,23.34,0.94,0
896,2.39,3.12,2.08,1.14,5.19,2.16,1.66,6.23,1.56,27.01,5.19,0
897,2.07,2.07,1.03,0.52,3.12,0.83,0.83,10.39,2.6,25.97,5.19,0
898,2.81,2.77,1.4,0.75,10.65,2.3,3.64,5.95,1.56,27.01,4.67,0
899,2.82,3.18,2.08,1.04,10.39,1.91,2.97,6.23,2.08,33.76,5.19,1
900,1.11,0.93,1.71,0.66,6.75,1.13,1.69,4.15,1.35,41.55,1.04,0
901,1.25,1.12,0.83,0.62,5.19,1.04,1.35,4.62,0,0,1.04,0
902,1.17,1.04,1.04,0.73,10.39,1.6,1.14,4.93,0,0,1.19,0
903,1,1.12,1.3,0.66,6.23,1.36,1.78,4.57,1.56,83.1,1.04,0
904,1.25,1.9,0.87,0.61,4.15,1.37,1.96,5.71,1.14,51.93,7.27,0
905,0.31,0.31,0.37,0.31,4.9,1.84,3.06,3.98,0.12,7.35,1.22,0
906,2.82,3.18,2.08,1.04,10.39,1.91,2.97,6.23,1.56,27.01,5.19,0
907,0.21,0.54,1.63,1.04,5.71,1.25,3.12,4.99,0,0,2.6,0
908,0.27,0.35,0.44,0.49,3.32,0.47,1.06,3.19,0.88,26.55,1.42,0
909,0.6,1.02,0.56,1.8,18.02,1.72,1.8,5.41,4.02,104.45,4.2,0
910,0.62,0.98,1.38,0.74,4.41,1.2,1.92,4.67,2.08,45.7,2.03,0
911,3.17,4.72,3.49,2.74,15,4.29,4.5,11,7,225,3,0
912,0.38,0.76,1.04,0.73,10.39,1.6,1.14,4.93,1.25,0,3.06,0
913,1.11,0.93,0.99,0.52,5.19,1.13,1.69,4.47,0.52,20.77,1.14,0
914,2.94,2.42,1.83,1.57,7.5,2.86,3.67,7,1.25,30,3.55,0
915,0.82,1.94,1.57,1.5,12,1.43,1.41,7.75,3,120,3,0
916,1.61,1.56,1.56,0.38,7.27,1.25,1.04,5.82,0,0,8.31,0
917,3.31,2.16,2.49,2,15,4.29,5,8,2.5,96,2.75,0
918,1.52,1.65,1.67,1.38,12,4.29,3.75,8,5,125,4,0
919,2,2.2,2.04,1,15.85,2.05,2.11,9.51,4.45,67.74,1.69,0
920,1.56,1.56,1.5,0.38,7.27,1.66,2.06,5.61,0,0,4.93,0
921,2.77,1.74,1.72,0.6,6.23,1.47,2.16,5.71,2.08,27.01,6.23,0
922,2.77,1.74,1.72,0.6,6.23,1.47,2.16,5.71,1.39,20.77,6.23,0
923,1.04,1.04,1.04,1.04,6.23,1.56,2.08,5.19,2.08,27.01,6.75,0
924,1.71,1.47,1.52,1.18,14.72,1.4,2.21,4.56,0.88,47.11,1.03,0
925,0.42,0.86,0.98,0.45,5.87,0.81,1.22,1.32,0,0,0.29,0
926,2,2.2,2.04,1,15.85,2.05,2.11,9.51,5.1,105.36,1.69,0
927,2.08,1.3,0.78,1.04,8.31,1.04,1.3,6.23,2.08,25.97,5.19,0
928,0.62,1.14,1.25,0.31,3.12,0.83,1.04,4.36,1.25,20.77,1.04,0
929,1.68,1.07,1.01,1.47,8.31,2.4,2.66,14.28,3.12,62.32,4.15,0
930,0.74,0.81,0.89,0.87,6.19,1.3,1.58,4.75,1.38,24.76,3.44,0
931,1.32,1.56,1.3,0.83,5.19,1.45,2.12,6.23,2.08,13.55,20.77,0
932,0.8,0.44,0.13,0.52,4.06,0.66,1.24,2.83,0.53,70.79,1.59,0
933,0.53,0.44,0.35,0.47,3.54,0.62,0.71,3.67,2.65,57.52,1.24,0
934,0.35,0.35,0.13,0.31,4.42,0.44,1.16,3.19,1.06,28.32,1.24,0
935,1.03,1.09,1.26,1.04,5.86,1.62,1.08,2.84,2.93,22.54,1.38,0
936,0.61,0.56,0.75,0.65,6.57,0.81,1.97,3.74,1.71,28.56,1.17,0
937,0.71,0.47,0.75,0.46,3.1,0.58,0.86,3.54,1.77,44.24,2.65,0
938,1.3,1.56,1.5,0.42,7.27,1.66,2.06,5.61,0,0,2.7,0
939,1.95,1.47,1.47,1.18,23.56,1.97,2.65,4.42,1.84,128.03,0.88,0
940,0.42,0.38,0.72,0.49,1.56,0.66,0.76,2.34,0.21,4.16,0.78,0
941,0.61,0.56,0.75,0.65,2.8,0.81,1.45,5.19,1.77,36.35,1.04,0
942,2.1,2.79,2.79,2.19,12.57,2.89,2.89,9.08,0,0,9.78,0
943,0.96,1.14,0.83,0.45,5.19,1.2,1.74,6.08,1.48,33.24,6.23,1
944,0.52,0.78,0.8,0.44,4.44,0.71,0.89,3.55,0.8,22.22,1.56,0
945,0.72,0.63,0.74,0.31,4.44,0.71,0.99,3.55,0.63,11.11,1.56,0
946,0.46,0.66,0.42,0.39,3.6,0.96,1.23,1.8,0.15,9,1.42,0
947,1.35,1.87,0.42,0.74,14.54,1.42,3.46,5.82,1.82,37.39,3.38,0
948,1.96,2.05,1.66,2.79,6.71,4.44,4.81,24.65,3.35,43.74,2.41,1
949,2.41,2.68,2,1.58,15,2.26,2.7,8,5,50,2.5,0
950,1.71,2.53,1.83,1,16.5,2.67,3.33,9,2.62,100,3,0
951,1.73,1.4,0.53,0.62,2,1.73,1.6,7.98,1.06,133.05,3.99,0
952,0.88,0.92,0.61,0.2,5.97,0.74,1.56,7.27,2.6,42.43,3.01,0
953,1.06,1.44,0.91,0.93,6.01,1.49,1.42,12.01,4.2,83.56,2.76,0
954,1.02,0.75,0.7,0.5,8.39,1.1,2.32,2.24,0.92,25.62,0.76,0
955,1.7,1.52,2.05,1.99,11.91,2.15,3.27,12.51,2.23,111.68,2.61,0
956,1.03,0.92,0.97,0.32,4.1,0.62,1.19,7.27,2.8,62.32,4.99,0
957,1.54,1.53,1.56,0.62,7.27,1.12,2.13,6.23,1.35,31.16,3.12,0
958,0.29,0.36,0.21,0.28,1.89,1.42,3.12,0.8,0.18,13.37,0.78,0
959,1.17,1.82,1.17,0.25,4.15,1.48,2.21,5.82,1.04,36.35,4.67,1
960,1.45,1.37,0.88,0.31,5.97,1.56,3.38,5.82,1.3,46.74,5.06,0
961,1,1.09,1.06,0.55,4.15,0.91,2.34,5.71,1.25,18.7,7.27,0
962,1.44,1.4,0.83,0.2,4.15,1.04,2.67,6.02,1.56,41.55,5.19,0
963,4.41,0.97,1.61,2,15,1.43,2,6,0,106.52,3,0
964,1.19,1.04,1.94,1.07,11.65,2.4,2.91,9.9,1.46,51.27,5.1,1
965,2.46,1.99,0.83,1.11,9.61,2.51,2.4,12.01,2.88,59.59,3.84,1
966,1.58,1.75,1.56,0.44,5.19,1.75,2.49,6.23,1.56,36.35,4.36,0
967,1.99,1.64,1.03,0.97,6.23,1.74,1.9,10.39,1.56,46.74,2.08,0
968,1.92,2.08,1.99,1.86,11,2.75,2.69,8,0,0,2,1
969,2.19,4.1,2.83,2.12,11.17,2.61,3.78,12.1,2.33,57.33,2.72,1
970,1.48,1.43,1.09,1.64,6.23,0.96,2.09,5.19,1.92,45.16,7.27,0
971,2.61,2.23,1.49,1.49,14.89,2.98,5.21,10.05,2.42,87.11,2.33,0
972,1.43,0.98,0.84,0.3,5.19,0.87,1.63,7.27,2.49,54.53,3.43,0
973,1.04,0.92,0.62,0.42,4.67,0.55,1.04,6.75,2.7,57.13,3.01,0
974,0.77,1.83,1.49,1.99,12.99,2.56,2.95,11.25,2,30,4,0
975,2.83,2.92,2.54,1.68,13.4,3.1,3.54,13.4,2.14,48.39,2.66,1
976,1.73,1.38,0.78,0.69,6.23,1.14,2.13,8.31,4.15,37.39,3.38,0
977,2.08,2.22,1.42,0.37,8.31,1.48,2.42,5.92,1.56,33.24,4.75,1
978,0.77,0.92,1.03,0.21,4.41,0.52,0.52,7.53,2.29,51.93,3.64,0
979,1.79,2.22,1.42,0.68,8.31,1.52,2.42,5.92,1.56,41.55,4.75,0
980,1.08,0.93,0.8,0.62,6.22,1.24,1.76,8.31,3.9,103.87,3.9,1
981,1.24,1.79,2.17,1.67,10.48,1.55,1.68,6.67,3.43,104.79,5.72,0
982,1.21,0.92,1.14,0.5,4.67,0.61,1.49,7.27,2.65,77.9,3.12,0
983,1.93,1.65,1.93,1.25,7,4.29,3.5,11,1.75,20,3.65,0
984,0.7,0.85,0.53,0.53,6.36,0.86,1.01,3.18,1.06,26.49,1.06,0
985,1,0.92,0.78,0.8,5.19,1.19,1.48,7.79,3.51,77.9,5.71,0
986,1.71,2.79,1.9,1.4,11.17,2.31,4.09,11.35,2.61,59.56,3.46,1
987,1.3,1.14,1.21,0.5,5.19,1.04,1.56,5.71,1.14,31.16,2.6,0
988,1.19,1.3,0.8,0.45,4.15,0.78,1.54,5.27,1.09,20.77,3.9,0
989,2.46,2.65,2.25,1.52,12,2.66,3.81,7,2.12,30,3.25,1
990,1.04,1.25,1.14,0.61,5.45,0.52,1.35,7.12,2.13,50.9,2.44,0
991,1.2,1.43,0.96,0.58,6.23,1.47,1.91,5.66,1.56,38.43,7.27,1
992,1.38,1.56,1.02,1.04,5.71,1.56,2.08,5.19,1.56,67.52,2.49,0
993,2.23,2.25,2.35,1.89,14.15,2.56,3.53,11.54,2.23,98.28,2.79,1
994,6.08,5.68,1.53,2,14.5,,4.45,9.45,7,74,3.75,0
995,1.2,1.02,0.93,0.47,4.15,0.98,1.68,5.19,1.39,36.35,1.94,0
996,1.37,1.23,0.91,0.65,5.19,0.53,1.76,5.38,1.56,44.14,4,1
997,3.17,1.77,1.74,2.25,16,3.57,3.5,8,1.5,95,4.3,0
998,2.2,2.7,1.56,1.73,11.17,1.44,2.98,11.91,1.49,32.76,2.53,0
999,1.14,0.95,0.93,0.42,4.67,0.57,1.03,6.75,2.91,77.9,3.64,0
1000,1.5,1.66,0.88,0.56,5.63,1.01,1.92,5.27,1.95,67.47,4,0
1001,3.01,2.64,1.72,1.35,13.07,3.38,6.37,12.87,3.77,62.83,5.53,0
1002,1.5,1.32,0.65,1.07,7.81,2.37,2.86,12.61,3.12,36.04,3,0
1003,0.46,1.04,1.93,0.62,2.07,0.41,1.03,7.27,2.08,41.55,3.43,0
1004,2.47,2.23,1.71,2.23,14.89,2.35,1.82,11.17,2.16,81.9,2.94,0
1005,0.55,0.99,0.52,0.6,8.41,1.41,1.38,13.54,3.3,67.89,3.48,0
1006,2.09,2.2,1.26,1.94,10,3.33,3.4,8.5,1.5,30,4,0
1007,3.16,2.9,2.1,1.83,11.54,2.59,4.01,11.91,1.95,44.67,3.72,1
1008,3.21,3.17,2,1.89,16.5,2.54,2.49,10,2,55,4,0
1009,1.43,1.74,1.54,1.5,10,2.37,1.97,6,1.5,45,4.3,0
1010,0.98,0.69,0.65,0.41,8.17,1.91,2.86,2.04,0.61,16.33,1.43,0
1011,1.97,1.09,0.95,0.31,4.15,0.94,1,5.19,2.08,33.24,4.15,0
1012,2.28,2.38,1.54,1.77,12.99,2.5,2.72,6.23,0,0,4.38,0
1013,3.12,3.92,2.1,2.25,11.99,1.79,2.32,6,2,40,3.5,0
1014,1.66,1.37,0.52,0.83,6.49,1.66,1.87,7.79,3.22,27.35,4.15,0
1015,1.21,1.33,0.71,0.74,8.41,2.48,2.35,15.01,3,76.27,3.84,1
1016,2.12,2.3,1.58,2.26,11,4.27,2.99,8.12,1.25,40,2.5,0
1017,1.04,1.56,1,1.07,5.19,0.52,1.35,7.12,2.6,49.86,5.19,0
1018,1.21,0.92,1.14,0.5,4.67,0.61,1.49,7.27,2.39,47.78,3.12,0
1019,1.04,0.84,1.14,0.44,5.97,1.09,1.38,7.79,2.6,41.55,2.44,0
1020,3.67,4.59,2.5,2.83,15,3.21,3.5,8.75,3,45,6.25,0
1021,1.3,0.92,0.81,0.67,4.93,0.61,1.03,7.27,3.51,80.5,4.15,0
1022,1.08,1,2.07,2.26,7.28,1.97,2.91,10.2,1.89,87.39,4.22,0
1023,0.56,0.67,0.7,0.33,5.55,0.78,0.89,3.55,0.78,33.32,1.33,0
1024,0.47,0.37,0.32,0.47,5.16,1.75,2.1,3.07,0.47,12.1,0.65,0
1025,1.4,0.92,1.82,0.51,4.67,0.55,1.66,8.31,2.44,48.3,3.64,0
1026,1.48,2.06,1.57,2.62,12,2.86,2.33,8,1.25,25,3.19,0
1027,0.75,0.75,0.62,0.23,5.19,1.19,1.56,8.83,1.04,31.16,5.19,0
1028,3.31,3.31,2,1.12,13.5,2.84,4,11,1.5,90,2.5,0
1029,1.24,1.12,2.38,1.14,8.48,1.3,1.5,6.72,2.48,76.69,4.86,0
1030,3.97,3.29,2.73,2.6,14.15,2.98,2.98,13.31,1.86,44.67,2.64,1
1031,1.04,1.3,0.68,1.31,8.41,1.88,1.96,14.11,2.76,78.08,2.64,0
1032,2.45,2.13,1.57,1.25,9.62,2.86,2.75,9.69,1.25,40,4.83,0
1033,1.52,0.92,0.99,0.62,10.39,0.84,2.08,8.05,2.08,48.3,3.12,0
1034,1.65,1.03,2.37,1.66,11.17,3.15,2.48,8.19,2.23,54.13,3.35,1
1035,1.34,1.28,1.33,0.36,4.67,1.22,1.59,6.23,1.35,36.35,5.19,1
1036,1.54,2.14,1.56,2.03,12,1.43,2.25,6,1,25,2.88,0
1037,1,0.92,0.78,0.62,5.71,1.08,1.76,8.31,2.6,169.31,3.06,0
1038,0.88,0.88,0.83,0.66,3.9,0.64,1.27,5.19,2.08,20.77,2.34,0
1039,1.62,1.36,1.3,0.44,4.67,1.22,1.66,5.82,1.56,31.16,8.31,0
1040,2.39,2.13,1.57,1.5,11,2.23,2.76,9,2,58,2.5,0
1041,2.24,2.6,2.16,1.92,15,3.16,3.43,10,2.88,100,2.6,0
1042,2.84,2.59,2.7,1.58,10.05,2.15,3.66,10.42,2.23,56.96,3.42,1
1043,1.28,0.95,1.19,0.42,4.41,0.57,1.3,7.27,2.6,71.67,3.32,0
1044,2.68,1.51,2.01,1.68,7.04,3.35,3.13,30.85,1.74,53.65,4.69,0
1045,1.98,1.87,1.59,1,12,2.14,2,5.57,1,20,3,0
1046,0.31,0.31,0.31,0.31,1.54,0.62,0.77,2.01,0.15,4.63,0.15,0
1047,1.64,1.05,0.83,0.23,4.06,1.03,1.42,4.93,1.58,36.35,3.9,0
